,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
1250,1251,-153.59,2023-05-05,1111,18,Health,Medical Appointments,10572.239999999996,22934.88,-10158.230000000001,23348.889999999992
906,907,-288.07,2023-05-05,3333,2,Car,Maintenance,10572.239999999996,22934.88,-10446.300000000001,23060.819999999992
883,884,483.47,2023-05-06,3333,12,Income,Investiments,10572.239999999996,22934.88,-9962.830000000002,23544.289999999994
1524,1525,-63.03,2023-05-06,3333,16,Leisure,Restaurant,10572.239999999996,22934.88,-10025.860000000002,23481.259999999995
1563,1564,-102.87,2023-05-08,2222,16,Leisure,Restaurant,10572.239999999996,22832.010000000002,-10025.860000000002,23378.39
633,634,838.47,2023-05-10,1111,12,Income,Investiments,11410.709999999995,22832.010000000002,-10025.860000000002,24216.86
586,587,-288.71,2023-05-11,3333,7,Home Expenses,Heating,11410.709999999995,22832.010000000002,-10314.570000000002,23928.15
207,208,641.44,2023-05-11,2222,12,Income,Investiments,11410.709999999995,23473.45,-10314.570000000002,24569.589999999997
340,341,-321.1,2023-05-11,2222,23,Taxes,Income Taxes,11410.709999999995,23152.350000000002,-10314.570000000002,24248.489999999998
1756,1757,-241.33,2023-05-11,1111,7,Home Expenses,Heating,11169.379999999996,23152.350000000002,-10314.570000000002,24007.159999999996
197,198,874.17,2023-05-12,3333,12,Income,Investiments,11169.379999999996,23152.350000000002,-9440.400000000001,24881.329999999994
1569,1570,-35.13,2023-05-14,1111,26,Public Transports,Bus,11134.249999999996,23152.350000000002,-9440.400000000001,24846.199999999997
503,504,-131.9,2023-05-14,1111,2,Car,Maintenance,11002.349999999997,23152.350000000002,-9440.400000000001,24714.299999999996
482,483,-189.77,2023-05-14,1111,23,Taxes,Income Taxes,10812.579999999996,23152.350000000002,-9440.400000000001,24524.53
1845,1846,-95.12,2023-05-14,2222,13,Leisure,Activities,10812.579999999996,23057.230000000003,-9440.400000000001,24429.409999999996
172,173,-183.87,2023-05-15,2222,3,Purchases,Home Items,10812.579999999996,22873.360000000004,-9440.400000000001,24245.54
232,233,-66.97,2023-05-16,2222,27,Clothing,Shoes,10812.579999999996,22806.390000000003,-9440.400000000001,24178.57
1905,1906,-195.54,2023-05-17,1111,28,Clothing,Clothes,10617.039999999995,22806.390000000003,-9440.400000000001,23983.03
1525,1526,-97.28,2023-05-17,2222,16,Leisure,Restaurant,10617.039999999995,22709.110000000004,-9440.400000000001,23885.75
512,513,-61.67,2023-05-19,3333,4,Purchases,Electronics,10617.039999999995,22709.110000000004,-9502.070000000002,23824.08
150,151,-44.27,2023-05-20,2222,28,Clothing,Clothes,10617.039999999995,22664.840000000004,-9502.070000000002,23779.809999999998
596,597,-169.56,2023-05-21,2222,15,Groceries,Groceries,10617.039999999995,22495.280000000002,-9502.070000000002,23610.25
1830,1831,-47.88,2023-05-22,2222,22,Taxes,Documents,10617.039999999995,22447.4,-9502.070000000002,23562.369999999995
1195,1196,-370.23,2023-05-23,1111,9,Holidays,Airplane,10246.809999999996,22447.4,-9502.070000000002,23192.14
592,593,-131.27,2023-05-24,2222,7,Home Expenses,Heating,10246.809999999996,22316.13,-9502.070000000002,23060.869999999995
1713,1714,-113.87,2023-05-24,1111,16,Leisure,Restaurant,10132.939999999995,22316.13,-9502.070000000002,22946.999999999993
459,460,-73.58,2023-05-24,2222,2,Car,Maintenance,10132.939999999995,22242.55,-9502.070000000002,22873.41999999999
1715,1716,-179.33,2023-05-25,2222,18,Health,Medical Appointments,10132.939999999995,22063.219999999998,-9502.070000000002,22694.08999999999
1987,1988,-785.89,2023-05-26,3333,4,Purchases,Electronics,10132.939999999995,22063.219999999998,-10287.960000000001,21908.19999999999
567,568,-298.41,2023-05-27,2222,9,Holidays,Airplane,10132.939999999995,21764.809999999998,-10287.960000000001,21609.789999999994
1131,1132,-85.77,2023-05-29,1111,6,Home Expenses,Electricity,10047.169999999995,21764.809999999998,-10287.960000000001,21524.01999999999
1409,1410,-119.0,2023-05-30,1111,1,Car,Fuel,9928.169999999995,21764.809999999998,-10287.960000000001,21405.01999999999
1316,1317,-93.62,2023-05-30,3333,2,Car,Maintenance,9928.169999999995,21764.809999999998,-10381.580000000002,21311.39999999999
1799,1800,-70.14,2023-06-01,2222,18,Health,Medical Appointments,9928.169999999995,21694.67,-10381.580000000002,21241.25999999999
1725,1726,-363.52,2023-06-01,2222,4,Purchases,Electronics,9928.169999999995,21331.149999999998,-10381.580000000002,20877.73999999999
979,980,-219.38,2023-06-01,2222,2,Car,Maintenance,9928.169999999995,21111.769999999997,-10381.580000000002,20658.35999999999
23,24,12000.0,2023-06-02,2222,17,Income,Salary,9928.169999999995,33111.77,-10381.580000000002,32658.359999999986
1113,1114,-20.0,2023-06-03,3333,24,Telecom,Telecom,9928.169999999995,33111.77,-10401.580000000002,32638.359999999986
1137,1138,-458.13,2023-06-03,3333,10,Holidays,Hotel Stays,9928.169999999995,33111.77,-10859.710000000001,32180.22999999999
20,21,-1200.0,2023-06-03,3333,8,Home Expenses,Rent,9928.169999999995,33111.77,-12059.710000000001,30980.22999999999
1017,1018,-299.34,2023-06-03,1111,7,Home Expenses,Heating,9628.829999999994,33111.77,-12059.710000000001,30680.889999999992
22,23,-100.0,2023-06-03,2222,20,Health,Health Insurance,9628.829999999994,33011.77,-12059.710000000001,30580.889999999992
181,182,-100.44,2023-06-04,3333,15,Groceries,Groceries,9628.829999999994,33011.77,-12160.150000000001,30480.44999999999
21,22,-40.0,2023-06-04,1111,19,Health,Gym,9588.829999999994,33011.77,-12160.150000000001,30440.44999999999
1953,1954,-34.23,2023-06-05,1111,22,Taxes,Documents,9554.599999999995,33011.77,-12160.150000000001,30406.219999999994
1335,1336,-673.76,2023-06-06,2222,4,Purchases,Electronics,9554.599999999995,32338.01,-12160.150000000001,29732.459999999992
1106,1107,-107.57,2023-06-06,1111,3,Purchases,Home Items,9447.029999999995,32338.01,-12160.150000000001,29624.889999999992
961,962,-93.96,2023-06-06,1111,13,Leisure,Activities,9353.069999999996,32338.01,-12160.150000000001,29530.929999999993
283,284,-226.4,2023-06-07,1111,23,Taxes,Income Taxes,9126.669999999996,32338.01,-12160.150000000001,29304.52999999999
186,187,-156.41,2023-06-07,3333,7,Home Expenses,Heating,9126.669999999996,32338.01,-12316.560000000001,29148.11999999999
994,995,-13.27,2023-06-08,3333,14,Leisure,Bar,9126.669999999996,32338.01,-12329.830000000002,29134.84999999999
1390,1391,-17.06,2023-06-08,1111,25,Public Transports,Train,9109.609999999997,32338.01,-12329.830000000002,29117.789999999994
469,470,-26.49,2023-06-08,3333,22,Taxes,Documents,9109.609999999997,32338.01,-12356.320000000002,29091.299999999996
402,403,-82.22,2023-06-09,2222,18,Health,Medical Appointments,9109.609999999997,32255.789999999997,-12356.320000000002,29009.079999999994
1679,1680,-6.45,2023-06-10,3333,14,Leisure,Bar,9109.609999999997,32255.789999999997,-12362.770000000002,29002.62999999999
566,567,-56.15,2023-06-10,2222,21,Health,Pharmacy,9109.609999999997,32199.639999999996,-12362.770000000002,28946.47999999999
1659,1660,-98.22,2023-06-11,2222,21,Health,Pharmacy,9109.609999999997,32101.419999999995,-12362.770000000002,28848.259999999987
1368,1369,-186.48,2023-06-12,2222,2,Car,Maintenance,9109.609999999997,31914.939999999995,-12362.770000000002,28661.779999999984
832,833,860.72,2023-06-12,1111,12,Income,Investiments,9970.329999999996,31914.939999999995,-12362.770000000002,29522.499999999985
1750,1751,-68.87,2023-06-12,1111,3,Purchases,Home Items,9901.459999999995,31914.939999999995,-12362.770000000002,29453.62999999999
1662,1663,-76.84,2023-06-12,2222,25,Public Transports,Train,9901.459999999995,31838.099999999995,-12362.770000000002,29376.789999999986
694,695,-125.51,2023-06-14,3333,27,Clothing,Shoes,9901.459999999995,31838.099999999995,-12488.280000000002,29251.279999999988
1318,1319,-190.98,2023-06-15,3333,3,Purchases,Home Items,9901.459999999995,31838.099999999995,-12679.260000000002,29060.29999999999
1507,1508,-298.04,2023-06-16,1111,28,Clothing,Clothes,9603.419999999995,31838.099999999995,-12679.260000000002,28762.259999999987
1403,1404,382.46,2023-06-16,2222,12,Income,Investiments,9603.419999999995,32220.559999999994,-12679.260000000002,29144.719999999987
1997,1998,-551.2,2023-06-17,2222,9,Holidays,Airplane,9603.419999999995,31669.359999999993,-12679.260000000002,28593.519999999982
565,566,-84.64,2023-06-18,2222,3,Purchases,Home Items,9603.419999999995,31584.719999999994,-12679.260000000002,28508.879999999983
1957,1958,-203.36,2023-06-18,2222,11,Holidays,Extra Holiday Expenses,9603.419999999995,31381.359999999993,-12679.260000000002,28305.519999999982
237,238,-128.43,2023-06-18,1111,11,Holidays,Extra Holiday Expenses,9474.989999999994,31381.359999999993,-12679.260000000002,28177.08999999999
1892,1893,-163.14,2023-06-19,3333,11,Holidays,Extra Holiday Expenses,9474.989999999994,31381.359999999993,-12842.400000000001,28013.94999999999
872,873,-120.56,2023-06-19,2222,11,Holidays,Extra Holiday Expenses,9474.989999999994,31260.799999999992,-12842.400000000001,27893.389999999985
780,781,-62.0,2023-06-19,1111,1,Car,Fuel,9412.989999999994,31260.799999999992,-12842.400000000001,27831.389999999985
805,806,-90.01,2023-06-20,2222,6,Home Expenses,Electricity,9412.989999999994,31170.789999999994,-12842.400000000001,27741.379999999983
306,307,-68.25,2023-06-21,2222,25,Public Transports,Train,9412.989999999994,31102.539999999994,-12842.400000000001,27673.129999999983
451,452,-384.72,2023-06-21,3333,23,Taxes,Income Taxes,9412.989999999994,31102.539999999994,-13227.12,27288.40999999998
1178,1179,-159.16,2023-06-22,2222,10,Holidays,Hotel Stays,9412.989999999994,30943.379999999994,-13227.12,27129.249999999985
1846,1847,-37.06,2023-06-22,3333,25,Public Transports,Train,9412.989999999994,30943.379999999994,-13264.18,27092.189999999988
559,560,-26.78,2023-06-22,2222,16,Leisure,Restaurant,9412.989999999994,30916.599999999995,-13264.18,27065.40999999999
956,957,-93.1,2023-06-23,1111,13,Leisure,Activities,9319.889999999994,30916.599999999995,-13264.18,26972.30999999999
369,370,-176.26,2023-06-24,2222,11,Holidays,Extra Holiday Expenses,9319.889999999994,30740.339999999997,-13264.18,26796.04999999999
140,141,-426.55,2023-06-24,1111,4,Purchases,Electronics,8893.339999999995,30740.339999999997,-13264.18,26369.499999999993
428,429,-21.14,2023-06-24,1111,25,Public Transports,Train,8872.199999999995,30740.339999999997,-13264.18,26348.359999999993
502,503,-95.26,2023-06-25,1111,16,Leisure,Restaurant,8776.939999999995,30740.339999999997,-13264.18,26253.09999999999
709,710,-57.98,2023-06-25,2222,6,Home Expenses,Electricity,8776.939999999995,30682.359999999997,-13264.18,26195.119999999988
1236,1237,-146.23,2023-06-25,2222,7,Home Expenses,Heating,8776.939999999995,30536.129999999997,-13264.18,26048.889999999992
577,578,-64.29,2023-06-25,2222,16,Leisure,Restaurant,8776.939999999995,30471.839999999997,-13264.18,25984.59999999999
1575,1576,-93.86,2023-06-26,3333,16,Leisure,Restaurant,8776.939999999995,30471.839999999997,-13358.04,25890.73999999999
1436,1437,-173.31,2023-06-27,1111,15,Groceries,Groceries,8603.629999999996,30471.839999999997,-13358.04,25717.429999999993
732,733,-44.94,2023-06-28,2222,5,Home Expenses,Water,8603.629999999996,30426.899999999998,-13358.04,25672.48999999999
1920,1921,-722.84,2023-07-01,3333,9,Holidays,Airplane,8603.629999999996,30426.899999999998,-14080.880000000001,24949.64999999999
1448,1449,-219.65,2023-07-01,3333,7,Home Expenses,Heating,8603.629999999996,30426.899999999998,-14300.53,24729.999999999993
25,26,-40.0,2023-07-01,2222,19,Health,Gym,8603.629999999996,30386.899999999998,-14300.53,24689.999999999993
24,25,-1200.0,2023-07-02,1111,8,Home Expenses,Rent,7403.629999999996,30386.899999999998,-14300.53,23489.999999999993
698,699,-238.12,2023-07-02,1111,15,Groceries,Groceries,7165.509999999996,30386.899999999998,-14300.53,23251.879999999997
438,439,-75.56,2023-07-03,1111,6,Home Expenses,Electricity,7089.949999999995,30386.899999999998,-14300.53,23176.319999999992
778,779,-131.35,2023-07-03,2222,28,Clothing,Clothes,7089.949999999995,30255.55,-14300.53,23044.969999999994
26,27,-100.0,2023-07-04,1111,20,Health,Health Insurance,6989.949999999995,30255.55,-14300.53,22944.969999999994
1809,1810,-20.0,2023-07-04,1111,24,Telecom,Telecom,6969.949999999995,30255.55,-14300.53,22924.969999999994
208,209,-70.45,2023-07-04,2222,13,Leisure,Activities,6969.949999999995,30185.1,-14300.53,22854.519999999997
1576,1577,-31.46,2023-07-05,1111,16,Leisure,Restaurant,6938.489999999995,30185.1,-14300.53,22823.059999999998
1841,1842,-126.27,2023-07-05,3333,7,Home Expenses,Heating,6938.489999999995,30185.1,-14426.800000000001,22696.789999999994
1592,1593,-244.46,2023-07-05,3333,28,Clothing,Clothes,6938.489999999995,30185.1,-14671.26,22452.329999999994
1946,1947,-75.32,2023-07-05,3333,11,Holidays,Extra Holiday Expenses,6938.489999999995,30185.1,-14746.58,22377.009999999995
27,28,12000.0,2023-07-05,3333,17,Income,Salary,6938.489999999995,30185.1,-2746.58,34377.009999999995
604,605,-94.9,2023-07-06,2222,16,Leisure,Restaurant,6938.489999999995,30090.199999999997,-2746.58,34282.10999999999
436,437,443.81,2023-07-06,1111,12,Income,Investiments,7382.299999999996,30090.199999999997,-2746.58,34725.91999999999
1755,1756,-375.99,2023-07-07,3333,10,Holidays,Hotel Stays,7382.299999999996,30090.199999999997,-3122.5699999999997,34349.92999999999
1163,1164,-160.33,2023-07-08,2222,28,Clothing,Clothes,7382.299999999996,29929.869999999995,-3122.5699999999997,34189.59999999999
1815,1816,-152.2,2023-07-08,3333,3,Purchases,Home Items,7382.299999999996,29929.869999999995,-3274.7699999999995,34037.399999999994
1117,1118,-340.79,2023-07-08,2222,10,Holidays,Hotel Stays,7382.299999999996,29589.079999999994,-3274.7699999999995,33696.60999999999
1329,1330,-94.31,2023-07-08,3333,2,Car,Maintenance,7382.299999999996,29589.079999999994,-3369.0799999999995,33602.29999999999
1629,1630,-146.43,2023-07-10,2222,7,Home Expenses,Heating,7382.299999999996,29442.649999999994,-3369.0799999999995,33455.86999999999
1103,1104,-547.3,2023-07-10,1111,10,Holidays,Hotel Stays,6834.999999999995,29442.649999999994,-3369.0799999999995,32908.569999999985
388,389,-42.71,2023-07-10,3333,16,Leisure,Restaurant,6834.999999999995,29442.649999999994,-3411.7899999999995,32865.859999999986
1011,1012,-30.24,2023-07-11,3333,16,Leisure,Restaurant,6834.999999999995,29442.649999999994,-3442.0299999999993,32835.61999999999
833,834,-94.81,2023-07-11,1111,28,Clothing,Clothes,6740.189999999995,29442.649999999994,-3442.0299999999993,32740.80999999999
931,932,-57.07,2023-07-11,2222,5,Home Expenses,Water,6740.189999999995,29385.579999999994,-3442.0299999999993,32683.73999999999
1523,1524,-53.78,2023-07-12,3333,27,Clothing,Shoes,6740.189999999995,29385.579999999994,-3495.8099999999995,32629.959999999992
1991,1992,-365.2,2023-07-12,2222,4,Purchases,Electronics,6740.189999999995,29020.379999999994,-3495.8099999999995,32264.759999999995
1553,1554,-317.27,2023-07-12,2222,23,Taxes,Income Taxes,6740.189999999995,28703.109999999993,-3495.8099999999995,31947.48999999999
1773,1774,-218.24,2023-07-13,2222,15,Groceries,Groceries,6740.189999999995,28484.86999999999,-3495.8099999999995,31729.249999999985
1653,1654,-58.4,2023-07-13,1111,6,Home Expenses,Electricity,6681.789999999995,28484.86999999999,-3495.8099999999995,31670.84999999999
311,312,-48.24,2023-07-13,2222,21,Health,Pharmacy,6681.789999999995,28436.62999999999,-3495.8099999999995,31622.609999999986
1871,1872,-8.7,2023-07-14,3333,26,Public Transports,Bus,6681.789999999995,28436.62999999999,-3504.5099999999993,31613.909999999985
184,185,-288.64,2023-07-14,3333,28,Clothing,Clothes,6681.789999999995,28436.62999999999,-3793.149999999999,31325.269999999986
1497,1498,-97.82,2023-07-15,3333,25,Public Transports,Train,6681.789999999995,28436.62999999999,-3890.9699999999993,31227.449999999983
1620,1621,-963.06,2023-07-16,2222,9,Holidays,Airplane,6681.789999999995,27473.56999999999,-3890.9699999999993,30264.389999999985
772,773,-142.6,2023-07-16,2222,6,Home Expenses,Electricity,6681.789999999995,27330.96999999999,-3890.9699999999993,30121.789999999986
496,497,-132.68,2023-07-18,1111,3,Purchases,Home Items,6549.109999999995,27330.96999999999,-3890.9699999999993,29989.109999999986
890,891,373.92,2023-07-18,3333,12,Income,Investiments,6549.109999999995,27330.96999999999,-3517.0499999999993,30363.029999999988
1060,1061,-50.44,2023-07-19,1111,25,Public Transports,Train,6498.6699999999955,27330.96999999999,-3517.0499999999993,30312.589999999986
1697,1698,-25.5,2023-07-21,2222,25,Public Transports,Train,6498.6699999999955,27305.46999999999,-3517.0499999999993,30287.089999999986
897,898,-100.24,2023-07-22,1111,27,Clothing,Shoes,6398.429999999996,27305.46999999999,-3517.0499999999993,30186.849999999988
1938,1939,-95.14,2023-07-22,2222,25,Public Transports,Train,6398.429999999996,27210.32999999999,-3517.0499999999993,30091.70999999999
799,800,-60.85,2023-07-22,3333,16,Leisure,Restaurant,6398.429999999996,27210.32999999999,-3577.899999999999,30030.85999999999
1071,1072,-225.52,2023-07-23,1111,11,Holidays,Extra Holiday Expenses,6172.909999999995,27210.32999999999,-3577.899999999999,29805.339999999986
1089,1090,-93.74,2023-07-23,3333,6,Home Expenses,Electricity,6172.909999999995,27210.32999999999,-3671.639999999999,29711.599999999984
365,366,-159.88,2023-07-23,1111,18,Health,Medical Appointments,6013.029999999995,27210.32999999999,-3671.639999999999,29551.719999999987
1844,1845,-48.27,2023-07-24,2222,14,Leisure,Bar,6013.029999999995,27162.05999999999,-3671.639999999999,29503.449999999983
1073,1074,-75.92,2023-07-24,3333,15,Groceries,Groceries,6013.029999999995,27162.05999999999,-3747.559999999999,29427.529999999984
1617,1618,-73.9,2023-07-24,2222,18,Health,Medical Appointments,6013.029999999995,27088.15999999999,-3747.559999999999,29353.62999999999
1266,1267,-93.51,2023-07-24,3333,18,Health,Medical Appointments,6013.029999999995,27088.15999999999,-3841.0699999999993,29260.119999999988
178,179,-817.91,2023-07-24,3333,4,Purchases,Electronics,6013.029999999995,27088.15999999999,-4658.98,28442.20999999999
231,232,-269.19,2023-07-25,1111,15,Groceries,Groceries,5743.839999999996,27088.15999999999,-4658.98,28173.019999999986
937,938,-97.33,2023-07-25,3333,25,Public Transports,Train,5743.839999999996,27088.15999999999,-4756.3099999999995,28075.689999999988
623,624,-133.85,2023-07-25,1111,6,Home Expenses,Electricity,5609.989999999995,27088.15999999999,-4756.3099999999995,27941.839999999982
888,889,-168.01,2023-07-26,2222,11,Holidays,Extra Holiday Expenses,5609.989999999995,26920.14999999999,-4756.3099999999995,27773.829999999987
539,540,-134.29,2023-07-27,1111,6,Home Expenses,Electricity,5475.699999999995,26920.14999999999,-4756.3099999999995,27639.539999999986
449,450,-97.08,2023-07-27,1111,16,Leisure,Restaurant,5378.619999999995,26920.14999999999,-4756.3099999999995,27542.459999999985
361,362,-975.93,2023-07-28,3333,4,Purchases,Electronics,5378.619999999995,26920.14999999999,-5732.24,26566.529999999984
