,id_expense,value,date,account_number,category_id,main_category,secondary_category,essential
1535,1536,-63.42,2025-08-27,1111,16,Leisure,Restaurant,Non-Essentials
1536,1537,-50.27,2024-04-19,1111,6,Home Expenses,Electricity,Essentials
1537,1538,-187.32,2023-10-28,1111,3,Purchases,Home Items,Non-Essentials
1538,1539,-97.55,2023-01-01,2222,6,Home Expenses,Electricity,Essentials
1539,1540,-181.27,2023-04-17,1111,3,Purchases,Home Items,Non-Essentials
1540,1541,-82.65,2025-05-21,3333,21,Health,Pharmacy,Essentials
1541,1542,-99.06,2025-10-21,1111,18,Health,Medical Appointments,Essentials
1542,1543,-760.15,2025-02-11,2222,9,Holidays,Airplane,Non-Essentials
1543,1544,-105.41,2024-09-30,3333,27,Clothing,Shoes,Non-Essentials
1545,1546,-85.02,2023-10-20,2222,25,Public Transports,Train,Essentials
1546,1547,-55.33,2024-05-28,3333,16,Leisure,Restaurant,Non-Essentials
1547,1548,-580.01,2025-06-10,3333,4,Purchases,Electronics,Non-Essentials
1548,1549,-26.02,2025-01-18,2222,13,Leisure,Activities,Non-Essentials
1549,1550,-20.57,2025-05-18,1111,26,Public Transports,Bus,Essentials
1550,1551,-57.99,2024-01-27,2222,16,Leisure,Restaurant,Non-Essentials
1551,1552,-26.11,2023-01-22,1111,13,Leisure,Activities,Non-Essentials
1552,1553,-66.93,2024-02-04,1111,16,Leisure,Restaurant,Non-Essentials
1553,1554,-317.27,2023-07-12,2222,23,Taxes,Income Taxes,Essentials
1554,1555,-351.4,2023-01-27,3333,10,Holidays,Hotel Stays,Non-Essentials
1555,1556,-116.76,2024-07-17,3333,10,Holidays,Hotel Stays,Non-Essentials
1556,1557,-109.74,2024-06-02,2222,18,Health,Medical Appointments,Essentials
1557,1558,-15.15,2023-03-04,3333,25,Public Transports,Train,Essentials
1558,1559,-199.58,2025-07-19,2222,18,Health,Medical Appointments,Essentials
1559,1560,-97.34,2023-08-01,1111,6,Home Expenses,Electricity,Essentials
1560,1561,-12.6,2023-11-10,3333,13,Leisure,Activities,Non-Essentials
1561,1562,-77.77,2023-09-27,1111,28,Clothing,Clothes,Non-Essentials
1562,1563,-258.52,2023-09-02,1111,15,Groceries,Groceries,Essentials
1563,1564,-102.87,2023-05-08,2222,16,Leisure,Restaurant,Non-Essentials
1564,1565,-865.0,2024-07-22,1111,4,Purchases,Electronics,Non-Essentials
1565,1566,-65.26,2023-02-04,2222,25,Public Transports,Train,Essentials
1566,1567,-43.17,2024-10-10,3333,26,Public Transports,Bus,Essentials
1567,1568,-140.57,2025-01-20,3333,6,Home Expenses,Electricity,Essentials
1568,1569,-144.05,2025-04-05,2222,1,Car,Fuel,Essentials
1569,1570,-35.13,2023-05-14,1111,26,Public Transports,Bus,Essentials
1570,1571,-23.28,2024-06-30,1111,21,Health,Pharmacy,Essentials
1571,1572,-94.34,2024-07-18,3333,6,Home Expenses,Electricity,Essentials
1572,1573,-231.52,2025-04-18,1111,7,Home Expenses,Heating,Essentials
1573,1574,-77.21,2023-01-07,2222,25,Public Transports,Train,Essentials
1574,1575,-380.28,2023-08-30,2222,10,Holidays,Hotel Stays,Non-Essentials
1575,1576,-93.86,2023-06-26,3333,16,Leisure,Restaurant,Non-Essentials
1576,1577,-31.46,2023-07-05,1111,16,Leisure,Restaurant,Non-Essentials
1577,1578,-53.33,2024-10-12,3333,28,Clothing,Clothes,Non-Essentials
1578,1579,-96.92,2023-12-13,1111,25,Public Transports,Train,Essentials
1579,1580,-220.35,2025-07-31,1111,7,Home Expenses,Heating,Essentials
1580,1581,-284.67,2024-09-22,3333,28,Clothing,Clothes,Non-Essentials
1581,1582,-94.84,2024-01-27,3333,25,Public Transports,Train,Essentials
1582,1583,-65.84,2023-04-20,2222,28,Clothing,Clothes,Non-Essentials
1583,1584,-71.67,2024-07-25,1111,27,Clothing,Shoes,Non-Essentials
1584,1585,-320.88,2024-04-07,1111,23,Taxes,Income Taxes,Essentials
1585,1586,-541.78,2023-12-29,2222,10,Holidays,Hotel Stays,Non-Essentials
1586,1587,-448.78,2024-06-25,1111,10,Holidays,Hotel Stays,Non-Essentials
1587,1588,-103.27,2025-01-14,2222,18,Health,Medical Appointments,Essentials
1588,1589,-57.07,2023-12-16,1111,25,Public Transports,Train,Essentials
1589,1590,-369.98,2024-03-07,3333,23,Taxes,Income Taxes,Essentials
1590,1591,-136.73,2024-08-14,1111,15,Groceries,Groceries,Essentials
1592,1593,-244.46,2023-07-05,3333,28,Clothing,Clothes,Non-Essentials
1593,1594,-136.81,2025-08-15,2222,7,Home Expenses,Heating,Essentials
1594,1595,-278.92,2025-11-24,3333,2,Car,Maintenance,Essentials
1595,1596,-26.78,2023-10-14,2222,25,Public Transports,Train,Essentials
1596,1597,-326.09,2025-02-12,3333,23,Taxes,Income Taxes,Essentials
1597,1598,-730.89,2024-10-22,3333,23,Taxes,Income Taxes,Essentials
1598,1599,-648.0,2023-01-17,1111,4,Purchases,Electronics,Non-Essentials
1599,1600,-168.87,2024-11-20,3333,15,Groceries,Groceries,Essentials
1600,1601,-227.76,2025-01-03,2222,4,Purchases,Electronics,Non-Essentials
1601,1602,-96.68,2024-01-17,1111,6,Home Expenses,Electricity,Essentials
1602,1603,-125.2,2025-07-23,3333,16,Leisure,Restaurant,Non-Essentials
1603,1604,-586.15,2025-03-28,2222,23,Taxes,Income Taxes,Essentials
1604,1605,-452.57,2025-02-03,3333,9,Holidays,Airplane,Non-Essentials
1606,1607,-292.11,2024-04-24,3333,2,Car,Maintenance,Essentials
1607,1608,-449.94,2024-07-05,3333,4,Purchases,Electronics,Non-Essentials
1608,1609,-31.69,2023-12-02,3333,14,Leisure,Bar,Non-Essentials
1609,1610,-142.24,2024-02-11,3333,6,Home Expenses,Electricity,Essentials
1610,1611,-33.9,2024-11-13,1111,5,Home Expenses,Water,Essentials
1611,1612,-75.67,2023-10-17,2222,3,Purchases,Home Items,Non-Essentials
1612,1613,-71.48,2025-08-01,1111,16,Leisure,Restaurant,Non-Essentials
1613,1614,-11.64,2023-12-19,2222,26,Public Transports,Bus,Essentials
1614,1615,-70.09,2024-04-28,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1615,1616,-72.54,2024-05-16,1111,15,Groceries,Groceries,Essentials
1616,1617,-29.99,2025-02-05,1111,26,Public Transports,Bus,Essentials
1617,1618,-73.9,2023-07-24,2222,18,Health,Medical Appointments,Essentials
1618,1619,-74.94,2024-03-11,2222,16,Leisure,Restaurant,Non-Essentials
1619,1620,-21.93,2025-08-07,3333,26,Public Transports,Bus,Essentials
1620,1621,-963.06,2023-07-16,2222,9,Holidays,Airplane,Non-Essentials
1621,1622,-39.55,2023-10-01,2222,5,Home Expenses,Water,Essentials
1623,1624,-29.04,2024-12-11,2222,14,Leisure,Bar,Non-Essentials
1624,1625,-38.32,2023-02-25,1111,26,Public Transports,Bus,Essentials
1625,1626,-38.91,2024-04-26,2222,16,Leisure,Restaurant,Non-Essentials
1626,1627,-40.59,2023-01-04,3333,13,Leisure,Activities,Non-Essentials
1627,1628,-20.0,2024-09-02,3333,24,Telecom,Telecom,Essentials
1628,1629,-338.08,2024-01-20,1111,9,Holidays,Airplane,Non-Essentials
1629,1630,-146.43,2023-07-10,2222,7,Home Expenses,Heating,Essentials
1630,1631,-34.43,2025-05-21,1111,14,Leisure,Bar,Non-Essentials
1631,1632,-127.77,2025-09-11,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1632,1633,-579.26,2025-05-13,1111,10,Holidays,Hotel Stays,Non-Essentials
1633,1634,-89.82,2025-11-25,1111,6,Home Expenses,Electricity,Essentials
1634,1635,-124.81,2024-12-10,3333,16,Leisure,Restaurant,Non-Essentials
1635,1636,-57.38,2025-04-08,1111,28,Clothing,Clothes,Non-Essentials
1636,1637,-81.9,2025-11-04,2222,6,Home Expenses,Electricity,Essentials
1637,1638,-25.46,2025-09-22,3333,26,Public Transports,Bus,Essentials
1638,1639,-23.08,2023-04-22,2222,26,Public Transports,Bus,Essentials
1639,1640,-114.66,2023-08-26,3333,15,Groceries,Groceries,Essentials
1640,1641,-85.27,2025-08-27,3333,16,Leisure,Restaurant,Non-Essentials
1642,1643,-148.07,2025-02-24,3333,6,Home Expenses,Electricity,Essentials
1643,1644,-47.07,2024-11-21,3333,3,Purchases,Home Items,Non-Essentials
1644,1645,-280.49,2025-11-20,3333,23,Taxes,Income Taxes,Essentials
1645,1646,-265.5,2025-06-09,1111,28,Clothing,Clothes,Non-Essentials
1646,1647,-56.62,2023-09-06,2222,16,Leisure,Restaurant,Non-Essentials
1647,1648,-67.72,2025-01-26,2222,16,Leisure,Restaurant,Non-Essentials
1648,1649,-134.37,2024-08-29,1111,15,Groceries,Groceries,Essentials
1649,1650,-41.38,2024-08-23,2222,16,Leisure,Restaurant,Non-Essentials
1650,1651,-54.38,2024-10-26,2222,15,Groceries,Groceries,Essentials
1651,1652,-13.21,2023-08-17,2222,25,Public Transports,Train,Essentials
1652,1653,-39.89,2025-03-22,1111,28,Clothing,Clothes,Non-Essentials
1653,1654,-58.4,2023-07-13,1111,6,Home Expenses,Electricity,Essentials
1654,1655,-69.05,2025-10-07,2222,28,Clothing,Clothes,Non-Essentials
1655,1656,-272.69,2025-07-27,3333,10,Holidays,Hotel Stays,Non-Essentials
1656,1657,-42.21,2025-07-27,1111,16,Leisure,Restaurant,Non-Essentials
1657,1658,-78.79,2023-03-20,1111,3,Purchases,Home Items,Non-Essentials
1658,1659,-20.0,2025-06-04,2222,24,Telecom,Telecom,Essentials
1659,1660,-98.22,2023-06-11,2222,21,Health,Pharmacy,Essentials
1660,1661,-77.43,2025-05-15,2222,25,Public Transports,Train,Essentials
1661,1662,-68.39,2024-06-10,3333,1,Car,Fuel,Essentials
1662,1663,-76.84,2023-06-12,2222,25,Public Transports,Train,Essentials
1663,1664,-803.96,2024-06-18,2222,4,Purchases,Electronics,Non-Essentials
1664,1665,-55.7,2024-05-14,3333,16,Leisure,Restaurant,Non-Essentials
1665,1666,-131.04,2025-08-26,1111,2,Car,Maintenance,Essentials
1666,1667,-118.7,2024-01-16,2222,15,Groceries,Groceries,Essentials
1667,1668,-70.43,2025-03-27,1111,21,Health,Pharmacy,Essentials
1668,1669,-17.82,2023-01-11,2222,26,Public Transports,Bus,Essentials
1669,1670,-84.12,2025-04-28,3333,7,Home Expenses,Heating,Essentials
1670,1671,-38.24,2025-08-05,3333,5,Home Expenses,Water,Essentials
1671,1672,-38.63,2024-03-29,1111,25,Public Transports,Train,Essentials
1672,1673,-120.9,2024-03-28,1111,1,Car,Fuel,Essentials
1673,1674,-44.39,2025-08-01,3333,16,Leisure,Restaurant,Non-Essentials
1674,1675,-208.69,2024-11-04,3333,15,Groceries,Groceries,Essentials
1675,1676,-26.4,2023-01-26,2222,14,Leisure,Bar,Non-Essentials
1677,1678,-131.07,2025-10-18,1111,16,Leisure,Restaurant,Non-Essentials
1678,1679,-75.82,2025-03-09,2222,16,Leisure,Restaurant,Non-Essentials
1679,1680,-6.45,2023-06-10,3333,14,Leisure,Bar,Non-Essentials
1680,1681,-134.2,2024-12-08,1111,18,Health,Medical Appointments,Essentials
1681,1682,-244.56,2025-01-26,2222,7,Home Expenses,Heating,Essentials
1682,1683,-237.71,2025-07-13,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1683,1684,-23.84,2023-12-08,3333,16,Leisure,Restaurant,Non-Essentials
1684,1685,-60.84,2025-04-30,1111,13,Leisure,Activities,Non-Essentials
1685,1686,-189.11,2025-10-02,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1686,1687,-46.45,2023-09-27,2222,14,Leisure,Bar,Non-Essentials
1687,1688,-20.0,2025-09-05,1111,24,Telecom,Telecom,Essentials
1688,1689,-14.82,2023-08-15,3333,14,Leisure,Bar,Non-Essentials
1689,1690,-94.66,2023-11-22,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1690,1691,-29.75,2024-12-21,1111,14,Leisure,Bar,Non-Essentials
1691,1692,-275.11,2024-07-25,2222,15,Groceries,Groceries,Essentials
1692,1693,-66.72,2024-10-12,3333,13,Leisure,Activities,Non-Essentials
1693,1694,-62.6,2024-04-06,2222,16,Leisure,Restaurant,Non-Essentials
1694,1695,-163.52,2024-08-09,2222,18,Health,Medical Appointments,Essentials
1695,1696,-142.39,2023-12-30,2222,6,Home Expenses,Electricity,Essentials
1696,1697,-50.83,2024-11-15,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1697,1698,-25.5,2023-07-21,2222,25,Public Transports,Train,Essentials
1698,1699,-557.17,2025-05-06,2222,23,Taxes,Income Taxes,Essentials
1699,1700,-220.01,2024-04-04,1111,7,Home Expenses,Heating,Essentials
1700,1701,-20.0,2024-12-01,3333,24,Telecom,Telecom,Essentials
1701,1702,-612.5,2023-02-16,2222,23,Taxes,Income Taxes,Essentials
1702,1703,-42.5,2025-08-24,3333,16,Leisure,Restaurant,Non-Essentials
1703,1704,-191.33,2023-02-16,3333,3,Purchases,Home Items,Non-Essentials
1704,1705,-74.18,2025-03-08,3333,16,Leisure,Restaurant,Non-Essentials
1705,1706,-87.71,2023-11-27,2222,21,Health,Pharmacy,Essentials
1706,1707,-75.08,2024-05-05,1111,13,Leisure,Activities,Non-Essentials
1707,1708,-190.57,2024-02-14,2222,18,Health,Medical Appointments,Essentials
1708,1709,-38.79,2023-03-05,1111,5,Home Expenses,Water,Essentials
1709,1710,-422.83,2024-05-16,3333,23,Taxes,Income Taxes,Essentials
1710,1711,-52.18,2024-05-10,1111,16,Leisure,Restaurant,Non-Essentials
1711,1712,-85.03,2023-08-16,3333,16,Leisure,Restaurant,Non-Essentials
1713,1714,-113.87,2023-05-24,1111,16,Leisure,Restaurant,Non-Essentials
1714,1715,-38.73,2025-04-12,3333,28,Clothing,Clothes,Non-Essentials
1715,1716,-179.33,2023-05-25,2222,18,Health,Medical Appointments,Essentials
1716,1717,-541.68,2023-09-05,3333,10,Holidays,Hotel Stays,Non-Essentials
1717,1718,-20.0,2023-08-04,2222,24,Telecom,Telecom,Essentials
1718,1719,-174.16,2023-05-03,2222,18,Health,Medical Appointments,Essentials
1719,1720,-42.27,2023-03-23,2222,14,Leisure,Bar,Non-Essentials
1720,1721,-37.25,2025-11-13,3333,14,Leisure,Bar,Non-Essentials
1721,1722,-49.6,2023-09-12,1111,25,Public Transports,Train,Essentials
1722,1723,-55.41,2023-08-17,3333,5,Home Expenses,Water,Essentials
1723,1724,-86.65,2024-11-26,1111,6,Home Expenses,Electricity,Essentials
1724,1725,-995.55,2024-03-06,2222,9,Holidays,Airplane,Non-Essentials
1725,1726,-363.52,2023-06-01,2222,4,Purchases,Electronics,Non-Essentials
1726,1727,-108.48,2024-05-16,2222,27,Clothing,Shoes,Non-Essentials
1728,1729,-110.94,2024-07-17,3333,16,Leisure,Restaurant,Non-Essentials
1729,1730,-235.56,2023-10-31,3333,2,Car,Maintenance,Essentials
1730,1731,-56.49,2025-01-29,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1731,1732,-74.24,2024-09-20,3333,13,Leisure,Activities,Non-Essentials
1732,1733,-106.76,2024-09-16,2222,6,Home Expenses,Electricity,Essentials
1733,1734,-99.18,2024-08-26,1111,27,Clothing,Shoes,Non-Essentials
1734,1735,-247.4,2023-09-21,1111,28,Clothing,Clothes,Non-Essentials
1735,1736,-44.62,2025-02-25,2222,16,Leisure,Restaurant,Non-Essentials
1736,1737,-30.51,2024-03-09,3333,25,Public Transports,Train,Essentials
1737,1738,-87.09,2023-01-25,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1738,1739,-74.9,2025-11-24,2222,13,Leisure,Activities,Non-Essentials
1739,1740,-142.77,2023-12-15,2222,18,Health,Medical Appointments,Essentials
1740,1741,-24.03,2025-10-23,2222,25,Public Transports,Train,Essentials
1741,1742,-43.69,2025-09-20,3333,21,Health,Pharmacy,Essentials
1742,1743,-137.08,2025-09-14,1111,6,Home Expenses,Electricity,Essentials
1743,1744,-184.57,2023-01-30,3333,18,Health,Medical Appointments,Essentials
1744,1745,-81.63,2024-09-25,1111,3,Purchases,Home Items,Non-Essentials
1745,1746,-350.09,2023-09-02,3333,9,Holidays,Airplane,Non-Essentials
1746,1747,-158.43,2025-07-29,3333,7,Home Expenses,Heating,Essentials
1747,1748,-91.57,2024-04-12,3333,25,Public Transports,Train,Essentials
1748,1749,-159.98,2023-03-09,2222,7,Home Expenses,Heating,Essentials
1749,1750,-18.9,2024-11-05,3333,25,Public Transports,Train,Essentials
1750,1751,-68.87,2023-06-12,1111,3,Purchases,Home Items,Non-Essentials
1751,1752,-93.67,2024-05-22,1111,16,Leisure,Restaurant,Non-Essentials
1752,1753,-498.63,2024-01-10,3333,10,Holidays,Hotel Stays,Non-Essentials
1753,1754,-87.18,2024-04-12,3333,25,Public Transports,Train,Essentials
1754,1755,-102.09,2023-03-24,3333,27,Clothing,Shoes,Non-Essentials
1755,1756,-375.99,2023-07-07,3333,10,Holidays,Hotel Stays,Non-Essentials
1756,1757,-241.33,2023-05-11,1111,7,Home Expenses,Heating,Essentials
1757,1758,-37.25,2024-03-01,1111,21,Health,Pharmacy,Essentials
1758,1759,-785.68,2025-09-04,2222,9,Holidays,Airplane,Non-Essentials
1759,1760,-560.09,2023-04-15,2222,4,Purchases,Electronics,Non-Essentials
1760,1761,-16.57,2025-09-06,1111,25,Public Transports,Train,Essentials
1761,1762,-30.84,2024-02-09,1111,16,Leisure,Restaurant,Non-Essentials
1762,1763,-67.15,2025-09-24,2222,16,Leisure,Restaurant,Non-Essentials
1763,1764,-106.72,2025-05-30,1111,23,Taxes,Income Taxes,Essentials
1764,1765,-269.36,2024-02-03,3333,28,Clothing,Clothes,Non-Essentials
1765,1766,-65.3,2025-07-23,1111,25,Public Transports,Train,Essentials
1766,1767,-477.28,2024-07-08,2222,10,Holidays,Hotel Stays,Non-Essentials
1767,1768,-25.89,2025-11-04,2222,25,Public Transports,Train,Essentials
1768,1769,-35.54,2024-09-05,2222,21,Health,Pharmacy,Essentials
1769,1770,-39.92,2024-07-17,3333,22,Taxes,Documents,Essentials
1770,1771,-60.24,2025-06-20,1111,16,Leisure,Restaurant,Non-Essentials
1771,1772,-98.76,2024-10-15,3333,6,Home Expenses,Electricity,Essentials
1772,1773,-124.37,2024-01-02,1111,18,Health,Medical Appointments,Essentials
1773,1774,-218.24,2023-07-13,2222,15,Groceries,Groceries,Essentials
1775,1776,-774.71,2024-03-12,2222,4,Purchases,Electronics,Non-Essentials
1776,1777,-37.48,2025-08-24,1111,21,Health,Pharmacy,Essentials
1777,1778,-18.5,2024-03-06,3333,26,Public Transports,Bus,Essentials
1778,1779,-11.96,2023-11-17,1111,26,Public Transports,Bus,Essentials
1779,1780,-40.36,2023-11-20,3333,14,Leisure,Bar,Non-Essentials
1780,1781,-12.07,2025-11-23,2222,26,Public Transports,Bus,Essentials
1781,1782,-63.57,2025-05-03,3333,25,Public Transports,Train,Essentials
1782,1783,-214.36,2024-06-22,2222,10,Holidays,Hotel Stays,Non-Essentials
1783,1784,-142.7,2024-09-19,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1784,1785,-125.56,2024-10-07,2222,28,Clothing,Clothes,Non-Essentials
1785,1786,-156.32,2025-03-16,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1786,1787,-126.22,2025-04-07,1111,1,Car,Fuel,Essentials
1787,1788,-138.4,2023-10-14,2222,15,Groceries,Groceries,Essentials
1788,1789,-109.74,2024-02-19,1111,10,Holidays,Hotel Stays,Non-Essentials
1789,1790,-37.25,2024-08-26,2222,26,Public Transports,Bus,Essentials
1790,1791,-82.18,2025-02-22,2222,1,Car,Fuel,Essentials
1791,1792,-64.8,2024-02-13,1111,16,Leisure,Restaurant,Non-Essentials
1792,1793,-55.15,2024-07-15,1111,16,Leisure,Restaurant,Non-Essentials
1793,1794,-63.76,2024-10-28,3333,3,Purchases,Home Items,Non-Essentials
1794,1795,-191.22,2025-08-20,1111,18,Health,Medical Appointments,Essentials
1795,1796,-22.55,2025-09-24,1111,26,Public Transports,Bus,Essentials
1796,1797,-593.46,2025-02-07,1111,10,Holidays,Hotel Stays,Non-Essentials
1797,1798,-103.31,2024-12-02,2222,4,Purchases,Electronics,Non-Essentials
1798,1799,-49.56,2024-08-05,1111,22,Taxes,Documents,Essentials
1799,1800,-70.14,2023-06-01,2222,18,Health,Medical Appointments,Essentials
1800,1801,-141.72,2023-11-07,1111,28,Clothing,Clothes,Non-Essentials
1801,1802,-309.2,2024-02-14,3333,23,Taxes,Income Taxes,Essentials
1802,1803,-98.89,2024-11-02,3333,3,Purchases,Home Items,Non-Essentials
1803,1804,-81.02,2024-06-17,3333,22,Taxes,Documents,Essentials
1804,1805,-83.56,2023-02-14,1111,21,Health,Pharmacy,Essentials
1805,1806,-176.73,2024-10-04,2222,3,Purchases,Home Items,Non-Essentials
1806,1807,-117.15,2024-03-15,1111,16,Leisure,Restaurant,Non-Essentials
1809,1810,-20.0,2023-07-04,1111,24,Telecom,Telecom,Essentials
1810,1811,-660.13,2025-05-25,2222,4,Purchases,Electronics,Non-Essentials
1811,1812,-169.71,2023-05-04,3333,18,Health,Medical Appointments,Essentials
1812,1813,-11.46,2025-06-14,1111,13,Leisure,Activities,Non-Essentials
1813,1814,-88.58,2024-10-31,3333,21,Health,Pharmacy,Essentials
1814,1815,-92.4,2024-11-14,3333,18,Health,Medical Appointments,Essentials
1815,1816,-152.2,2023-07-08,3333,3,Purchases,Home Items,Non-Essentials
1816,1817,-555.17,2025-11-17,1111,4,Purchases,Electronics,Non-Essentials
1817,1818,-745.75,2024-01-26,1111,23,Taxes,Income Taxes,Essentials
1818,1819,-24.39,2024-07-21,2222,26,Public Transports,Bus,Essentials
1819,1820,-135.62,2023-11-08,3333,16,Leisure,Restaurant,Non-Essentials
1821,1822,-80.3,2025-06-04,1111,21,Health,Pharmacy,Essentials
1822,1823,-30.86,2023-01-14,3333,14,Leisure,Bar,Non-Essentials
1823,1824,-5.85,2024-04-06,2222,14,Leisure,Bar,Non-Essentials
1824,1825,-87.62,2024-04-01,3333,15,Groceries,Groceries,Essentials
1825,1826,-39.55,2025-07-26,3333,26,Public Transports,Bus,Essentials
1826,1827,-14.01,2024-12-27,3333,26,Public Transports,Bus,Essentials
1827,1828,-206.82,2023-10-31,1111,23,Taxes,Income Taxes,Essentials
1828,1829,-95.4,2023-02-23,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1829,1830,-20.0,2023-12-01,1111,24,Telecom,Telecom,Essentials
1830,1831,-47.88,2023-05-22,2222,22,Taxes,Documents,Essentials
1832,1833,-90.82,2024-07-09,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1833,1834,-249.92,2023-02-25,1111,7,Home Expenses,Heating,Essentials
1834,1835,-36.0,2025-02-07,1111,16,Leisure,Restaurant,Non-Essentials
1835,1836,-132.78,2024-03-03,2222,16,Leisure,Restaurant,Non-Essentials
1836,1837,-150.64,2025-03-28,1111,2,Car,Maintenance,Essentials
1837,1838,-249.62,2023-09-13,1111,7,Home Expenses,Heating,Essentials
1838,1839,-100.67,2025-11-23,1111,6,Home Expenses,Electricity,Essentials
1839,1840,-125.66,2023-09-04,2222,6,Home Expenses,Electricity,Essentials
1840,1841,-193.31,2024-10-10,2222,28,Clothing,Clothes,Non-Essentials
1841,1842,-126.27,2023-07-05,3333,7,Home Expenses,Heating,Essentials
1842,1843,-53.02,2025-11-07,1111,13,Leisure,Activities,Non-Essentials
1843,1844,-22.1,2025-02-17,2222,16,Leisure,Restaurant,Non-Essentials
1844,1845,-48.27,2023-07-24,2222,14,Leisure,Bar,Non-Essentials
1845,1846,-95.12,2023-05-14,2222,13,Leisure,Activities,Non-Essentials
1846,1847,-37.06,2023-06-22,3333,25,Public Transports,Train,Essentials
1847,1848,-82.92,2025-08-23,1111,25,Public Transports,Train,Essentials
1848,1849,-464.81,2024-10-24,1111,10,Holidays,Hotel Stays,Non-Essentials
1849,1850,-55.42,2023-12-30,3333,5,Home Expenses,Water,Essentials
1850,1851,-62.79,2023-11-15,1111,1,Car,Fuel,Essentials
1851,1852,-104.57,2023-03-21,1111,27,Clothing,Shoes,Non-Essentials
1852,1853,-70.12,2024-08-23,2222,16,Leisure,Restaurant,Non-Essentials
1853,1854,-50.74,2023-11-19,2222,16,Leisure,Restaurant,Non-Essentials
1854,1855,-67.46,2023-11-07,3333,6,Home Expenses,Electricity,Essentials
1855,1856,-13.17,2023-08-13,1111,26,Public Transports,Bus,Essentials
1856,1857,-99.76,2024-09-18,2222,1,Car,Fuel,Essentials
1857,1858,-43.59,2024-06-27,3333,25,Public Transports,Train,Essentials
1859,1860,-138.88,2023-03-12,3333,1,Car,Fuel,Essentials
1860,1861,-57.41,2023-04-06,3333,5,Home Expenses,Water,Essentials
1861,1862,-39.31,2023-12-14,1111,14,Leisure,Bar,Non-Essentials
1862,1863,-64.19,2024-04-01,1111,4,Purchases,Electronics,Non-Essentials
1863,1864,-297.05,2023-08-19,2222,15,Groceries,Groceries,Essentials
1864,1865,-147.84,2025-06-20,1111,16,Leisure,Restaurant,Non-Essentials
1865,1866,-20.0,2023-01-04,2222,24,Telecom,Telecom,Essentials
1866,1867,-120.42,2024-06-10,1111,18,Health,Medical Appointments,Essentials
1868,1869,-37.23,2025-09-05,2222,26,Public Transports,Bus,Essentials
1869,1870,-254.39,2024-02-06,1111,28,Clothing,Clothes,Non-Essentials
1870,1871,-714.73,2023-10-20,1111,9,Holidays,Airplane,Non-Essentials
1871,1872,-8.7,2023-07-14,3333,26,Public Transports,Bus,Essentials
1872,1873,-17.7,2023-08-04,1111,14,Leisure,Bar,Non-Essentials
1873,1874,-450.67,2024-09-08,2222,9,Holidays,Airplane,Non-Essentials
1874,1875,-195.31,2025-11-24,3333,27,Clothing,Shoes,Non-Essentials
1875,1876,-479.95,2023-09-27,2222,10,Holidays,Hotel Stays,Non-Essentials
1876,1877,-143.69,2023-10-25,3333,15,Groceries,Groceries,Essentials
1877,1878,-282.35,2023-03-12,3333,28,Clothing,Clothes,Non-Essentials
1878,1879,-33.43,2024-02-10,1111,14,Leisure,Bar,Non-Essentials
1879,1880,-64.3,2023-03-11,1111,1,Car,Fuel,Essentials
1880,1881,-89.68,2023-01-24,3333,6,Home Expenses,Electricity,Essentials
1881,1882,-122.58,2024-12-05,1111,18,Health,Medical Appointments,Essentials
1882,1883,-88.26,2025-04-10,2222,25,Public Transports,Train,Essentials
1883,1884,-179.7,2024-06-22,3333,7,Home Expenses,Heating,Essentials
1884,1885,-35.32,2024-07-26,3333,16,Leisure,Restaurant,Non-Essentials
1885,1886,-93.15,2024-11-21,1111,21,Health,Pharmacy,Essentials
1886,1887,-270.49,2025-09-25,3333,10,Holidays,Hotel Stays,Non-Essentials
1887,1888,-106.22,2024-12-02,3333,16,Leisure,Restaurant,Non-Essentials
1888,1889,-131.56,2025-01-18,2222,10,Holidays,Hotel Stays,Non-Essentials
1889,1890,-12.29,2023-09-16,1111,25,Public Transports,Train,Essentials
1890,1891,-1175.09,2023-08-16,1111,9,Holidays,Airplane,Non-Essentials
1891,1892,-77.02,2023-09-16,2222,16,Leisure,Restaurant,Non-Essentials
1892,1893,-163.14,2023-06-19,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1893,1894,-89.76,2025-11-12,1111,6,Home Expenses,Electricity,Essentials
1894,1895,-55.2,2024-03-30,1111,5,Home Expenses,Water,Essentials
1895,1896,-241.35,2024-12-25,3333,7,Home Expenses,Heating,Essentials
1896,1897,-20.0,2024-02-05,3333,24,Telecom,Telecom,Essentials
1897,1898,-58.55,2023-12-08,2222,13,Leisure,Activities,Non-Essentials
