id_expense;value;date;account_number;category_id;main_category;secondary_category
1887;-270.49;25/09/2025;3333;10;Holidays;Hotel Stays
1888;-106.22;02/12/2024;3333;16;Leisure;Restaurant
1889;-131.56;18/01/2025;2222;10;Holidays;Hotel Stays
1890;-12.29;16/09/2023;1111;25;Public Transports;Train
1891;-1175.09;16/08/2023;1111;9;Holidays;Airplane
1892;-77.02;16/09/2023;2222;16;Leisure;Restaurant
1893;-163.14;19/06/2023;3333;11;Holidays;Extra Holiday Expenses
1894;-89.76;12/11/2025;1111;6;Home Expenses;Electricity
1895;-55.2;30/03/2024;1111;5;Home Expenses;Water
1896;-241.35;25/12/2024;3333;7;Home Expenses;Heating
1897;-20;05/02/2024;3333;24;Telecom;Telecom
1898;-58.55;08/12/2023;2222;13;Leisure;Activities
1899;-60.01;06/12/2023;3333;6;Home Expenses;Electricity
1900;-87.3;08/04/2024;3333;25;Public Transports;Train
1901;-46.22;18/05/2025;1111;5;Home Expenses;Water
1902;-124.46;31/03/2025;2222;10;Holidays;Hotel Stays
1903;-45.54;12/05/2025;2222;14;Leisure;Bar
1904;-61.85;06/09/2024;1111;16;Leisure;Restaurant
1905;-65.24;30/09/2024;1111;3;Purchases;Home Items
1906;-195.54;17/05/2023;1111;28;Clothing;Clothes
1907;-85.08;11/09/2025;1111;15;Groceries;Groceries
1908;-591.24;23/11/2023;3333;9;Holidays;Airplane
1909;-147.75;01/02/2024;1111;15;Groceries;Groceries
1910;-16.35;19/07/2024;1111;13;Leisure;Activities
1911;-10.56;07/11/2023;1111;14;Leisure;Bar
1912;-38.51;18/07/2024;2222;16;Leisure;Restaurant
1913;-113.68;29/09/2024;3333;1;Car;Fuel
1914;-783.08;22/08/2025;1111;4;Purchases;Electronics
1915;-24.72;13/09/2023;3333;26;Public Transports;Bus
1916;-194.71;11/11/2023;1111;28;Clothing;Clothes
1917;-122.17;11/07/2024;1111;28;Clothing;Clothes
1918;-42.71;07/06/2024;1111;14;Leisure;Bar
1919;-51.99;11/12/2023;3333;25;Public Transports;Train
1920;-175.79;24/09/2025;2222;27;Clothing;Shoes
1921;-722.84;01/07/2023;3333;9;Holidays;Airplane
1922;-77.99;12/01/2025;1111;16;Leisure;Restaurant
1923;-27.25;04/06/2025;2222;26;Public Transports;Bus
1924;-202.28;27/07/2024;3333;2;Car;Maintenance
1925;-104.48;30/05/2024;3333;28;Clothing;Clothes
1926;-39.59;29/05/2024;2222;21;Health;Pharmacy
1927;-22.33;21/09/2025;1111;3;Purchases;Home Items
1928;-446.48;07/06/2025;3333;23;Taxes;Income Taxes
1929;-151.98;26/09/2025;3333;10;Holidays;Hotel Stays
1930;-71.87;08/02/2025;3333;16;Leisure;Restaurant
1931;-88.34;22/02/2025;1111;21;Health;Pharmacy
1932;-20;05/05/2025;3333;24;Telecom;Telecom
1933;-161.6;03/05/2024;2222;4;Purchases;Electronics
1934;-570.83;13/05/2025;2222;23;Taxes;Income Taxes
1935;-153.98;12/12/2024;3333;27;Clothing;Shoes
1936;-130.79;18/03/2023;2222;16;Leisure;Restaurant
1937;-76.99;03/06/2025;3333;25;Public Transports;Train
1938;-71.6;06/01/2024;1111;1;Car;Fuel
1939;-95.14;22/07/2023;2222;25;Public Transports;Train
1940;-250.47;24/07/2025;2222;15;Groceries;Groceries
1941;-83.65;05/12/2024;2222;13;Leisure;Activities
1942;-476.63;08/04/2023;2222;9;Holidays;Airplane
1943;-110.88;22/06/2024;1111;16;Leisure;Restaurant
1944;-202.87;21/10/2024;3333;7;Home Expenses;Heating
1945;-38.9;19/12/2023;2222;14;Leisure;Bar
1946;-80.08;11/04/2024;2222;3;Purchases;Home Items
1947;-75.32;05/07/2023;3333;11;Holidays;Extra Holiday Expenses
1948;-19.08;15/10/2025;3333;14;Leisure;Bar
1949;-125.66;19/02/2024;2222;6;Home Expenses;Electricity
1950;-107.38;21/11/2024;2222;27;Clothing;Shoes
1951;-77.93;12/12/2023;2222;13;Leisure;Activities
1952;-61.15;27/09/2024;3333;1;Car;Fuel
1953;-135.62;29/08/2024;3333;27;Clothing;Shoes
1954;-34.23;05/06/2023;1111;22;Taxes;Documents
1955;-36.3;08/04/2025;2222;3;Purchases;Home Items
1956;-51.48;25/12/2024;2222;5;Home Expenses;Water
1957;-57.64;01/08/2023;3333;5;Home Expenses;Water
1958;-203.36;18/06/2023;2222;11;Holidays;Extra Holiday Expenses
1959;-642.54;25/03/2023;1111;9;Holidays;Airplane
1960;-32.4;14/07/2024;1111;22;Taxes;Documents
1961;-83.67;24/03/2024;1111;18;Health;Medical Appointments
1962;-640.36;18/03/2024;1111;9;Holidays;Airplane
1963;-79.68;12/02/2023;3333;1;Car;Fuel
1964;-175.69;28/04/2025;3333;18;Health;Medical Appointments
1965;-99.87;29/01/2024;2222;16;Leisure;Restaurant
1966;-134.79;29/03/2025;3333;6;Home Expenses;Electricity
1967;-722.02;03/03/2025;3333;23;Taxes;Income Taxes
1968;-453.37;15/01/2025;2222;10;Holidays;Hotel Stays
1969;-142.56;25/04/2024;2222;15;Groceries;Groceries
1970;-48.57;03/10/2023;2222;16;Leisure;Restaurant
1971;-64.44;21/09/2023;1111;27;Clothing;Shoes
1972;-73.75;04/10/2024;1111;21;Health;Pharmacy
1973;-41.39;14/12/2024;3333;16;Leisure;Restaurant
1974;-136.09;03/04/2024;2222;27;Clothing;Shoes
1975;-387.13;19/04/2023;2222;10;Holidays;Hotel Stays
1976;-51.89;12/06/2025;1111;16;Leisure;Restaurant
1977;-52.21;07/07/2025;3333;6;Home Expenses;Electricity
1978;-15.18;12/12/2024;2222;25;Public Transports;Train
1979;-46.62;26/12/2024;1111;27;Clothing;Shoes
1980;-104.54;31/05/2024;3333;28;Clothing;Clothes
1981;-121.36;02/10/2025;2222;1;Car;Fuel
1982;-157.59;01/10/2023;2222;27;Clothing;Shoes
1983;-225.6;26/09/2024;3333;7;Home Expenses;Heating
1984;-141.44;07/11/2024;1111;27;Clothing;Shoes
1985;-658.89;06/11/2025;2222;23;Taxes;Income Taxes
1986;-52.99;06/10/2024;1111;5;Home Expenses;Water
1987;-32.65;03/01/2025;3333;16;Leisure;Restaurant
1988;-785.89;26/05/2023;3333;4;Purchases;Electronics
1989;-115.36;27/11/2023;3333;3;Purchases;Home Items
1990;-134.74;03/01/2024;1111;7;Home Expenses;Heating
1991;-114.94;10/10/2025;3333;1;Car;Fuel
1992;-365.2;12/07/2023;2222;4;Purchases;Electronics
1993;-590.65;04/03/2025;2222;23;Taxes;Income Taxes
1994;-36.34;11/10/2023;2222;14;Leisure;Bar
1995;-59.59;28/12/2024;1111;6;Home Expenses;Electricity
1996;-97.46;31/05/2024;2222;27;Clothing;Shoes
1997;-53.22;02/04/2025;1111;3;Purchases;Home Items
1998;-551.2;17/06/2023;2222;9;Holidays;Airplane
1999;-117.74;11/06/2024;1111;16;Leisure;Restaurant
2000;-20;05/05/2024;3333;24;Telecom;Telecom
